author_id,author_display_name,first_retraction_year,first_category,first_position,n_retractions,n_categories,works_count,cited_by_count,first_pub_year,last_pub_year,career_span,last_country,last_institution,country,source_id,rw_journal,rw_publisher
A5006566063,Donghyun Kang,2022.0,UNCONFIRMED_CONCERNS,last,1,1,48.0,1447.0,1999.0,2026.0,27.0,KR,Inha University,KR,S119912628,Journal of Microbiology,Springer
A5006569018,Gunapriya Devarajan,2022.0,EDITORIAL_COMPROMISE,first,1,1,36.0,278.0,1981.0,2026.0,45.0,OM,"College of Applied Sciences, Nizwa",,S48031226,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
A5006569138,David T. Efron,2015.0,EDITORIAL_COMPROMISE,last,1,1,267.0,10542.0,1936.0,2026.0,90.0,US,"University of Maryland, Baltimore",US,S157664895,Annals of Surgery,Wolters Kluwer
A5006571805,Shuo Wei,2018.0,AUTHOR_MISCONDUCT,middle,1,1,121.0,3188.0,2001.0,2026.0,25.0,CN,Sichuan Agricultural University,US,S162030435,Journal of Medicinal Chemistry,American Chemical Society (ACS)
A5006574877,Zorica Stojanović‐Radić,2022.0,AUTHOR_MISCONDUCT,middle,1,1,100.0,5478.0,2009.0,2026.0,17.0,RS,University of Nis,RS,S70620193,Critical Reviews in Food Science and Nutrition,Taylor and Francis
A5006578250,Leigh A. McGarvie,2022.0,ETHICS_VIOLATION,middle,1,1,70.0,5442.0,1993.0,2025.0,32.0,AU,The University of Sydney,AU,S2495878607,Virtual Reality,Springer
A5006580423,Hui Yu,2016.0,AUTHOR_MISCONDUCT,middle,2,2,516.0,14312.0,1998.0,2026.0,28.0,CN,Ocean University of China,GB,S110206669,Multimedia Tools and Applications,Springer
A5006584480,J. Jayaramudu,2015.0,HONEST_ERROR,middle,1,1,87.0,2603.0,2008.0,2026.0,18.0,IN,Indian Institute of Chemical Technology,ZA,S64311837,Carbohydrate Polymers,Elsevier
A5006585643,S. Harikishore,2022.0,EDITORIAL_COMPROMISE,first,1,1,3.0,12.0,2019.0,2022.0,3.0,IN,Jawaharlal Nehru Technological University Anantapur,IN,S48031226,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
A5006587777,Yoshinobu Murayama,2015.0,AUTHOR_MISCONDUCT,middle,1,1,77.0,1111.0,1993.0,2025.0,32.0,JP,Tokyo Medical and Dental University,JP,S60362788,Cellular and Molecular Life Sciences (CMLS),Springer
A5006594763,Chao Huang,2018.0,AUTHOR_MISCONDUCT,middle,1,1,216.0,12581.0,1965.0,2026.0,61.0,CN,Central South University of Forestry and Technology,CN,S111326955,Biodegradation,Springer
A5006596083,Sahar Eshghjoo,2020.0,UNCONFIRMED_CONCERNS,middle,1,1,17.0,349.0,2014.0,2023.0,9.0,US,Texas A&M Health Science Center,,S4210236782,Mini-Invasive Surgery,"OAE Publishing, Inc"
A5006596434,Margaret Kurzius‐Spencer,2018.0,HONEST_ERROR,middle,1,1,46.0,10127.0,2001.0,2023.0,22.0,,,US,S4210189843,Morbidity and Mortality Weekly Report (MMWR),Centers for Disease Control and Prevention
A5006603271,Mohamed Maher,2020.0,HONEST_ERROR,first,2,2,75.0,436.0,2001.0,2026.0,25.0,GB,Queen Elizabeth Hospital Birmingham,SA,S4210173111,BJOG: British Journal of Obstetrics and Gynaecology,Wiley
A5006606020,Марина Лапшина,2020.0,AUTHOR_MISCONDUCT,middle,1,1,57.0,25.0,2009.0,2025.0,16.0,RU,Voronezh State University of Forestry and Technologies,RU,S2764677603,Lesotechnicheskiy Journal (Лесотехнический Журнал),Voronezh State Forestry University named after V.I. G.F. Morozov (Voronezh) (Воронежский государственный лесотехнический университет им. Г.Ф. Морозова (Воронеж))
A5006607016,Junaid Mansoor,2021.0,AUTHOR_MISCONDUCT,first,1,1,31.0,217.0,2011.0,2025.0,14.0,GB,Guy's Hospital,IN,,2020 3rd International Conference on Intelligent Sustainable Systems (ICISS),IEEE: Institute of Electrical and Electronics Engineers
A5006612216,R. Venitta Raj,2022.0,EDITORIAL_COMPROMISE,first,1,1,10.0,52.0,2014.0,2024.0,10.0,,,,S48031226,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
A5006615676,Ruchi Vashisht,2016.0,AUTHOR_MISCONDUCT,first,1,1,16.0,159.0,2005.0,2024.0,19.0,IN,Post Graduate Institute of Medical Education and Research,,S71239593,Journal of Conservative Dentistry (JCD),Wolters Kluwer
A5006616306,Pengyang Ji,2022.0,EDITORIAL_COMPROMISE,last,1,1,4.0,22.0,2017.0,2022.0,5.0,CN,Guangzhou Metro Group (China),CN,S32326811,The Journal of Supercomputing,Springer
A5006616499,Xin Jin,2022.0,AUTHOR_MISCONDUCT,middle,1,1,103.0,1593.0,2003.0,2026.0,23.0,CN,Shaoxing University,CN,S120324992,OncoTargets and Therapy,Taylor and Francis - Dove Press
A5006619556,Itzhak Rosner,2019.0,HONEST_ERROR,middle,1,1,104.0,3401.0,1970.0,2026.0,56.0,IL,Bnai Zion Medical Center,IL,S104550190,Molecular and Cellular Proteomics,American Society for Biochemistry and Molecular Biology (ASBMB)
A5006625254,Zhimin Shen,2022.0,HONEST_ERROR,middle,1,1,54.0,394.0,1987.0,2025.0,38.0,CN,Fujian Medical University,CN,S189917590,AIP Advances,AIP Publishing
A5006625258,Yasuyoshi Mizutani,2015.0,ETHICS_VIOLATION,middle,2,1,38.0,287.0,1992.0,2026.0,34.0,JP,Fujita Health University,JP,S53087977,Journal of Clinical Microbiology,American Society for Microbiology
A5006627718,Ying Han,2022.0,AUTHOR_MISCONDUCT,middle,1,1,193.0,6780.0,2000.0,2026.0,26.0,CN,Heilongjiang University of Chinese Medicine,CN,S2764778172,International Journal of Nursing Sciences,Elsevier
A5006627921,Mengxiang Yang,2022.0,AUTHOR_MISCONDUCT,last,1,1,39.0,762.0,2010.0,2026.0,16.0,CN,Jinhua Academy of Agricultural Sciences,CN,S204956882,BMC Pulmonary Medicine,Springer - Biomed Central (BMC)
A5006637143,Marcela Amaya,2017.0,AUTHOR_MISCONDUCT,first,1,1,5.0,0.0,2011.0,2018.0,7.0,CL,Universidad Católica Silva Henríquez,CL,S4210215706,Literatura y Linguistica,Universidad Catolica Silva Henriquez
A5006638394,Long Juan,2022.0,AUTHOR_MISCONDUCT,first,1,1,5.0,2.0,2007.0,2021.0,14.0,CN,Changsha Medical University,CN,S4210187594,Journal of Physics: Conference Series,IOP Publishing
A5006640142,Bowei Shan,2017.0,AUTHOR_MISCONDUCT,first,1,1,13.0,60.0,2009.0,2025.0,16.0,,,CN,S1010394304,BioMed Research International,Hindawi
A5006641842,Haitao Wang,2015.0,AUTHOR_MISCONDUCT,middle,1,1,1167.0,5731.0,1989.0,2026.0,37.0,CN,Sinopec (China),CN,S183886180,Transport in Porous Media,Springer
A5006643922,Zhen Sun,2016.0,UNCONFIRMED_CONCERNS,middle,1,1,293.0,5396.0,2000.0,2028.0,28.0,,,CN,S82978933,Marine Geophysical Research,Springer
A5006644612,Huanle Liang,2019.0,AUTHOR_MISCONDUCT,middle,1,1,3.0,72.0,2013.0,2019.0,6.0,CN,Wuhan University,CN,S193006928,Information Systems,Elsevier
A5006649964,Mohammad Jamshidi,2016.0,EDITORIAL_COMPROMISE,middle,1,1,33.0,107.0,1996.0,2026.0,30.0,IR,Zanjan University of Medical Sciences,IR,S12644804,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer - Nature Publishing Group
A5006653558,Lianjin Jin,2017.0,AUTHOR_MISCONDUCT,middle,1,1,42.0,1132.0,2010.0,2025.0,15.0,CN,Mudanjiang Medical University,CN,S28966261,Medicine,Wolters Kluwer - Lippincott Williams & Wilkins
A5006655076,Fan Jiang,2021.0,HONEST_ERROR,middle,1,1,67.0,2124.0,2003.0,2026.0,23.0,CN,Shaanxi University of Science and Technology,CN,S99352657,Advanced Materials,Wiley
A5006662996,Adel T. Osman,2022.0,AUTHOR_MISCONDUCT,first,1,1,9.0,121.0,2015.0,2022.0,7.0,EG,Al-Azhar University,EG,S175775512,Life Sciences,Elsevier
A5006666483,Ragini Vittal,2018.0,AUTHOR_MISCONDUCT,middle,1,1,66.0,2712.0,2002.0,2026.0,24.0,US,Emory University,,S24207032,Science Translational Medicine,American Association for the Advancement of Science (AAAS)
A5006672253,Viral G. Jain,2016.0,UNCONFIRMED_CONCERNS,last,1,1,48.0,1216.0,2011.0,2025.0,14.0,US,Cincinnati Children's Hospital Medical Center,IN,S87865284,Andrologia,Wiley
A5006673837,N. Kasthuri,2022.0,EDITORIAL_COMPROMISE,last,1,1,76.0,527.0,2006.0,2025.0,19.0,IN,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,,S48031226,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
A5006677807,Leandro Pereira de Moura,2017.0,AUTHOR_MISCONDUCT,middle,1,1,246.0,3108.0,1996.0,2026.0,30.0,BR,Universidade Estadual de Campinas (UNICAMP),BR,S107442880,Mediators of Inflammation,Hindawi
A5006685858,Xiao Hu,2022.0,AUTHOR_MISCONDUCT,middle,1,1,33.0,551.0,2003.0,2025.0,22.0,CN,China International Science and Technology Cooperation,CN,S4210189194,IOP Conference Series: Materials Science and Engineering,IOP Publishing
A5006688612,Zhongming Zhao,2020.0,UNCONFIRMED_CONCERNS,middle,1,1,1069.0,37081.0,1993.0,2026.0,33.0,US,The University of Texas MD Anderson Cancer Center,US,S163345920,Translational Psychiatry,Springer - Nature Publishing Group
A5006697045,Debasis Behera,2018.0,AUTHOR_MISCONDUCT,middle,3,1,131.0,1561.0,1983.0,2026.0,43.0,IN,Manipal Academy of Higher Education,IN,S165830345,Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science,Springer
A5006697429,Cristina Castillejo,2015.0,HONEST_ERROR,middle,1,1,25.0,1766.0,2002.0,2025.0,23.0,ES,Andalusian Institute of Agricultural and Fisheries Research and Training,US,S128425624,Current Biology (CB),Elsevier
A5006704938,Meng Hou,2018.0,AUTHOR_MISCONDUCT,first,1,1,57.0,1404.0,2013.0,2026.0,13.0,CN,Shanghai Pulmonary Hospital,CN,S202381698,PLoS One,PLoS
A5006711579,Sarit Aviel‐Ronen,2022.0,HONEST_ERROR,middle,1,1,101.0,4165.0,1999.0,2025.0,26.0,IL,Ariel University,IL,S33606366,Modern Pathology,Springer - Nature Publishing Group
A5006714133,Sergio Verjovski‐Almeida,2016.0,HONEST_ERROR,last,1,1,275.0,12306.0,1977.0,2025.0,48.0,BR,Universidade de São Paulo,BR,S134668137,Nucleic Acids Research,Oxford University Press
A5006720955,Gopal Chawla,2020.0,AUTHOR_MISCONDUCT,middle,3,1,62.0,163.0,2008.0,2024.0,16.0,,,IN,S129671167,Breathe,European Respiratory Society
A5006724562,Timothy Hla,2019.0,AUTHOR_MISCONDUCT,middle,2,1,373.0,43527.0,1985.0,2026.0,41.0,US,Boston Children's Hospital,US,S140251998,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
A5006731042,Narayan Shivapurkar,2015.0,AUTHOR_MISCONDUCT,middle,1,1,173.0,5996.0,1982.0,2026.0,44.0,US,Georgetown University,US,S106234763,Cancer Letters,Elsevier
A5006731712,Sadegh Shirian,2019.0,AUTHOR_MISCONDUCT,middle,1,1,81.0,1742.0,2009.0,2025.0,16.0,IR,Shahrekord University,IR,S202381698,PLoS One,PLoS
A5006736256,Yanyan Tang,2022.0,UNCONFIRMED_CONCERNS,middle,1,1,40.0,634.0,1999.0,2025.0,26.0,CN,Guangxi Medical University,,S36980176,Computational and Mathematical Methods in Medicine,Hindawi
A5006737896,Ziyu Fang,2020.0,HONEST_ERROR,middle,2,1,64.0,2718.0,2008.0,2026.0,18.0,,,CN,S185208586,Cell Death & Disease,Springer - Nature Publishing Group
A5006740084,Min Jia,2017.0,EDITORIAL_COMPROMISE,first,2,1,308.0,4417.0,2000.0,2025.0,25.0,CN,Jiangsu University,CN,S414566,Pattern Recognition,Elsevier
A5006740324,Jing Ru,2020.0,AUTHOR_MISCONDUCT,middle,1,1,164.0,1637.0,2002.0,2025.0,23.0,CN,Tongji University,CN,S202381698,PLoS One,PLoS
A5006742893,Stephen Bagley,2021.0,EDITORIAL_COMPROMISE,middle,1,1,276.0,4916.0,1989.0,2026.0,37.0,US,University of Pennsylvania,US,S111727011,Neurosurgery,Wolters Kluwer
A5006744171,Alessandro Boni,2019.0,AUTHOR_MISCONDUCT,first,1,1,17.0,1504.0,1963.0,2018.0,55.0,,,US,S125754415,PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS)
A5006744339,Belinda N. Mandrell,2021.0,HONEST_ERROR,middle,1,1,158.0,3346.0,1994.0,2026.0,32.0,US,St. Jude Children's Research Hospital,US,S70661765,Behavioral Sleep Medicine,Taylor and Francis
A5006744513,Vivien W. Wong,2018.0,AUTHOR_MISCONDUCT,middle,1,1,29.0,1373.0,2003.0,2022.0,19.0,CA,University of British Columbia,HK,S28527816,Gastrointestinal Endoscopy,Elsevier
A5006748844,Leticia Rojas,2016.0,AUTHOR_MISCONDUCT,middle,1,1,23.0,430.0,1992.0,2025.0,33.0,US,University of Pennsylvania,CL,S127170475,Journal of Applied Oral Science,"Bauru School of Dentistry, University of São Paulo"
A5006750789,Donald Orlic,2018.0,AUTHOR_MISCONDUCT,middle,1,1,110.0,12579.0,1965.0,2014.0,49.0,US,National Institutes of Health,US,S10652568,Circulation Research,American Heart Association
A5006751098,Lian Hai Yuan,2021.0,AUTHOR_MISCONDUCT,last,2,1,3.0,2.0,2013.0,2014.0,1.0,CN,Chengdu University of Technology,CN,S67425620,Advanced Materials Research,Trans Tech Publications Ltd
A5006751458,Guillaume Dupont‐Nivet,2021.0,EDITORIAL_COMPROMISE,middle,1,1,312.0,11702.0,1996.0,2026.0,30.0,FR,Centre National de la Recherche Scientifique,DE,S159210951,"Palaeogeography, Palaeoclimatology, Palaeoecology",Elsevier
A5006754857,Shafkat Shamim Rahman,2018.0,AUTHOR_MISCONDUCT,first,1,1,22.0,280.0,2013.0,2019.0,6.0,,,BD,S4210239046,F1000Research,F1000 Research Ltd
A5006755819,Chang-Sheng Hsieh,2019.0,UNCONFIRMED_CONCERNS,middle,1,1,6.0,44.0,2002.0,2019.0,17.0,TW,Taichung Hospital,TW,S205682708,Journal of Korean Neurosurgical Society,Korean Neurosurgical Society
A5006758650,Yong Tian,2021.0,AUTHOR_MISCONDUCT,middle,1,1,196.0,7645.0,2002.0,2026.0,24.0,CN,ZheJiang Academy of Agricultural Sciences,CN,S2764554612,Cancer Management and Research,Taylor and Francis - Dove Press
A5006764026,Fuzhang Wang,2022.0,EDITORIAL_COMPROMISE,middle,1,1,186.0,4004.0,1996.0,2026.0,30.0,CN,Xuzhou University of Technology,CN,S2764818521,Applied Nanoscience,Springer - Nature Publishing Group
A5006765571,Jens Waschke,2022.0,EDITORIAL_COMPROMISE,middle,1,1,341.0,9367.0,2000.0,2026.0,26.0,DE,Ludwig-Maximilians-Universität München,DE,S25293849,FASEB Journal,Wiley
A5006770280,Jie Yu,2022.0,AUTHOR_MISCONDUCT,middle,1,1,215.0,4919.0,2005.0,2026.0,21.0,CN,Shandong University of Traditional Chinese Medicine,CN,S4210208883,International Journal of Oncology,Spandidos
A5006779787,Yujie Sui,2021.0,AUTHOR_MISCONDUCT,middle,1,1,8.0,242.0,2014.0,2022.0,8.0,CN,Second Affiliated Hospital of Jilin University,CN,S120324992,OncoTargets and Therapy,Taylor and Francis - Dove Press
A5006780069,T. Möller,2015.0,EDITORIAL_COMPROMISE,middle,1,1,302.0,10957.0,1934.0,2026.0,92.0,DE,University of Konstanz,DE,S4210187594,Journal of Physics: Conference Series,IOP Publishing
A5006780339,Octavio Miguel Rivero-Lezcano,2017.0,HONEST_ERROR,last,1,1,46.0,1226.0,1990.0,2026.0,36.0,ES,Junta de Castilla y León,ES,S141804158,Innate Immunity,SAGE Publications
A5006782404,Hemant Sarin,2021.0,UNCONFIRMED_CONCERNS,first,1,1,39.0,1456.0,2002.0,2025.0,23.0,,,,S202381698,PLoS One,PLoS
A5006784219,Hua‐Lei Yin,2020.0,HONEST_ERROR,first,1,1,118.0,4665.0,2013.0,2026.0,13.0,CN,Collaborative Innovation Center of Advanced Microstructures,CN,S134390580,Optics Letters,Optica (formerly Optical Society of America -OSA-)
A5006784389,Zhongru Wang,2022.0,EDITORIAL_COMPROMISE,first,1,1,36.0,498.0,2016.0,2025.0,9.0,CN,North China University of Technology,CN,S32326811,The Journal of Supercomputing,Springer
A5006786716,Zhong-Wu Chen,2017.0,EDITORIAL_COMPROMISE,middle,1,1,10.0,181.0,1992.0,2023.0,31.0,CN,Fujian Medical University,CN,S12644804,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer
A5006788933,Alaa S. Awad,2017.0,AUTHOR_MISCONDUCT,last,1,1,73.0,3618.0,2003.0,2026.0,23.0,US,University of North Florida,US,S200780590,American Journal of Physiology - Renal Physiology,APS: American Physiological Society
A5006789667,Tran Sy Tuan,2021.0,HONEST_ERROR,middle,1,1,11.0,317.0,2012.0,2025.0,13.0,,,VN,S196734849,Scientific Reports,Springer - Nature Publishing Group
A5006789728,Luciano Frosina,2015.0,AUTHOR_MISCONDUCT,middle,1,1,14.0,113.0,2012.0,2022.0,10.0,IT,University of Messina,IT,S86633019,Updates in Surgery,Springer
A5006790631,Karen L. Thijssen,2020.0,AUTHOR_MISCONDUCT,middle,1,1,30.0,4107.0,1997.0,2025.0,28.0,NL,Erasmus MC,NL,S3880285,Science,American Association for the Advancement of Science (AAAS)
A5006793560,Saíd Jalali,2021.0,AUTHOR_MISCONDUCT,last,2,1,274.0,7257.0,1995.0,2023.0,28.0,IR,Islamic Azad University South Tehran Branch,PT,S29980478,Construction and Building Materials,Elsevier
A5006794587,Wei Bai,2022.0,UNCONFIRMED_CONCERNS,middle,1,1,50.0,1903.0,1996.0,2025.0,29.0,CN,Jilin University,CN,S146643948,Oncology Research Featuring Preclinical and Clinical Cancer Therapeutics,Cognizant Communication Corporation
A5006795357,Doris Lucyshyn,2021.0,HONEST_ERROR,middle,1,1,24.0,2140.0,2003.0,2024.0,21.0,AT,BOKU University,AT,S196734849,Scientific Reports,Springer - Nature Publishing Group
A5006800281,Jingting Jiang,2021.0,AUTHOR_MISCONDUCT,last,1,1,425.0,12872.0,1999.0,2026.0,27.0,CN,Shanghai Jiao Tong University,CN,S124713461,Bioscience Reports,Portland Press
A5006802359,Sophia Subat,2016.0,EDITORIAL_COMPROMISE,middle,1,1,15.0,353.0,1993.0,2019.0,26.0,JP,Japanese Foundation For Cancer Research,JP,S161954266,Journal of Controlled Release: Official Journal of the Controlled Release Society,Elsevier
A5006810193,Neelam Sanjeev Kumar,2021.0,AUTHOR_MISCONDUCT,last,2,2,173.0,1371.0,1987.0,2026.0,39.0,IN,SRM Institute of Science and Technology,IN,S183582160,International Journal of Electrical Engineering & Education,SAGE Publications
A5006811236,Xinyi Xia,2022.0,AUTHOR_MISCONDUCT,middle,1,1,269.0,3560.0,1996.0,2025.0,29.0,CN,Union Hospital,CN,S51596929,Molecular Therapy,Elsevier - Cell Press
A5006814522,Pan‐Chyr Yang,2019.0,AUTHOR_MISCONDUCT,middle,1,1,1321.0,60238.0,1964.0,2026.0,62.0,,,,S168522863,Cancer Research,American Association for Cancer Research
A5006817596,Zhaoyang Dong,2022.0,HONEST_ERROR,middle,1,1,29.0,571.0,2017.0,2026.0,9.0,CN,Guangzhou University of Chinese Medicine,CN,S2765071679,Clinical and Translational Medicine,Wiley
A5006818934,Naushad Ali,2018.0,AUTHOR_MISCONDUCT,middle,1,1,120.0,3327.0,1984.0,2025.0,41.0,US,Veterans Health Administration,US,S140251998,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
A5006821450,Wenyun Ting,2022.0,UNCONFIRMED_CONCERNS,first,1,1,22.0,89.0,2010.0,2025.0,15.0,CN,Chinese Academy of Medical Sciences & Peking Union Medical College,CN,S2764969478,Molecular Therapy - Nucleic Acids,Elsevier - Cell Press
A5006825938,Kexing Lv,2020.0,UNCONFIRMED_CONCERNS,middle,1,1,7.0,195.0,2016.0,2021.0,5.0,CN,Sun Yat-sen University,CN,S3005729997,medrxiv,Cold Spring Harbor Laboratory Press
A5006826570,Ihn Han,2018.0,ETHICS_VIOLATION,first,1,1,97.0,2174.0,2009.0,2026.0,17.0,KR,Kwangwoon University,KR,S2061155,Stem Cell Research & Therapy,Springer - Biomed Central (BMC)
A5006836442,Weiwei Hu,2022.0,EDITORIAL_COMPROMISE,first,1,1,129.0,1388.0,2002.0,2026.0,24.0,CN,Peking University,CN,S153767265,EURASIP Journal on Image and Video Processing,Springer
A5006836606,Yuqi Lai,2022.0,HONEST_ERROR,middle,1,1,21.0,726.0,2018.0,2024.0,6.0,CN,Nanchang Hangkong University,CN,S2765071679,Clinical and Translational Medicine,Wiley
A5006839105,Mark M. Moasser,2017.0,AUTHOR_MISCONDUCT,middle,1,1,198.0,10231.0,1994.0,2026.0,32.0,US,"University of California, San Francisco",US,S85134406,Cell Chemical Biology,Elsevier - Cell Press
A5006841186,Ke-neng Zhang,2021.0,HONEST_ERROR,last,1,1,95.0,755.0,1995.0,2025.0,30.0,CN,Central South University,CN,S37011080,Environmental Technology,Taylor and Francis
A5006847415,Alex E. DeMarco,2020.0,AUTHOR_MISCONDUCT,middle,2,2,4.0,79.0,2014.0,2020.0,6.0,US,Google (United States),US,S153317304,Biology Letters,Royal Society Publishing
A5006847944,Munir Pirmohamed,2018.0,AUTHOR_MISCONDUCT,middle,2,1,1021.0,57521.0,1989.0,2026.0,37.0,GB,University of Liverpool,GB,S83651209,Journal of Hepatology,Elsevier
A5006850252,Derek K. Thomas,2018.0,HONEST_ERROR,first,1,1,88.0,1075.0,1967.0,2024.0,57.0,GB,Swansea University,GB,S2488590709,Bulletin of the Malaysian Mathematical Sciences Society,Springer
A5006850566,Jili Fu,2021.0,AUTHOR_MISCONDUCT,middle,1,1,11.0,78.0,2018.0,2025.0,7.0,CN,Changchun University of Chinese Medicine,CN,S2764554612,Cancer Management and Research,Taylor and Francis - Dove Press
A5006853136,Xuxiang Lu,2022.0,AUTHOR_MISCONDUCT,middle,1,1,4.0,134.0,2018.0,2025.0,7.0,CN,Shandong University of Traditional Chinese Medicine,CN,S4210208883,International Journal of Oncology,Spandidos
A5006858157,Mai Attia,2022.0,EDITORIAL_COMPROMISE,middle,1,1,66.0,553.0,2012.0,2025.0,13.0,EG,Zagazig University,EG,S4210205742,Coatings,MDPI
A5006864609,Mengshen Chen,2018.0,EDITORIAL_COMPROMISE,middle,1,1,30.0,795.0,2015.0,2026.0,11.0,CN,University of Shanghai for Science and Technology,CN,S4210196624,"Proceedings of the Institution of Mechanical Engineers, Part I",SAGE Publications
A5006867948,Arthur L. Shaffer,2017.0,HONEST_ERROR,middle,1,1,132.0,20701.0,1984.0,2026.0,42.0,US,National Institutes of Health,IN,S81455967,Molecular and Cellular Biology,American Society for Microbiology
A5006868361,Matthew D. Stone,2022.0,HONEST_ERROR,middle,1,1,122.0,5573.0,1955.0,2026.0,71.0,US,UC San Diego Health System,US,S62426309,Nicotine & Tobacco Research,Oxford University Press
A5006869604,Lianfeng Wu,2022.0,EDITORIAL_COMPROMISE,first,1,1,59.0,1624.0,2009.0,2026.0,17.0,CN,Westlake University,,S36625193,Journal of Healthcare Engineering,Hindawi
A5006873765,Xiaofei Jin,2022.0,AUTHOR_MISCONDUCT,first,1,1,68.0,504.0,2003.0,2025.0,22.0,CN,Soochow University,CN,S8119441,Brain Research Bulletin,Elsevier
A5006873847,Hong Xie,2021.0,AUTHOR_MISCONDUCT,middle,2,1,67.0,1725.0,1997.0,2025.0,28.0,SE,Karolinska University Hospital,CN,S130214813,Cancer Cell International,Springer - Biomed Central (BMC)
A5006874067,Dana Elias,2015.0,AUTHOR_MISCONDUCT,middle,2,1,62.0,4173.0,1982.0,2019.0,37.0,IL,Kamada (Israel),,S49878492,Diabetes Care,American Diabetes Association
